symbol,date,period,CashEquivalents,ShortTermInvestments,CashandShortTermInvestments,AccountsReceivableTradeNet,ReceivablesOther,TotalReceivablesNet,TotalInventory,PrepaidExpenses,OtherCurrentAssetsTotal,TotalCurrentAssets,PropertyPlantEquipmentTotalGross,AccumulatedDepreciationTotal,GoodwillNet,IntangiblesNet,LongTermInvestments,OtherLongTermAssetsTotal,TotalAssets,AccountsPayable,AccruedExpenses,NotesPayableShortTermDebt,CurrentPortofLTDebtCapitalLeases,OtherCurrentliabilitiesTotal,TotalCurrentLiabilities,LongTermDebt,CapitalLeaseObligations,TotalLongTermDebt,TotalDebt,DeferredIncomeTax,MinorityInterest,OtherLiabilitiesTotal,TotalLiabilities,RedeemablePreferredStockTotal,PreferredStockNonRedeemableNet,CommonStockTotal,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,TreasuryStockCommon,OtherEquityTotal,TotalEquity,TotalLiabilitiesShareholdersEquity,SharesOutsCommonStockPrimaryIssue,TotalCommonSharesOutstanding
CAKE,2016-06-28,As of,79.62,NA,79.62,14.47,NA,45.96,34.57,37.82,NA,197.97,NA,NA,NA,22.60,NA,94.90,1204.32,38.57,265.85,0.00,NA,NA,304.42,NA,NA,0.00,0.00,83.74,NA,219.31,607.48,NA,NA,0.94,742.04,1193.91,-1340.05,NA,596.84,1204.32,NA,48.28
CAKE,2016-03-29,As of,53.92,NA,53.92,13.08,NA,59.69,35.54,40.64,NA,189.79,NA,NA,NA,22.47,NA,94.43,1192.65,38.36,267.86,0.00,NA,NA,306.22,NA,NA,0.00,0.00,85.69,NA,215.19,607.09,NA,NA,0.94,733.08,1165.01,-1313.47,NA,585.56,1192.65,NA,48.71
CAKE,2015-12-29,As of,43.85,NA,43.85,14.16,NA,105.56,34.01,41.98,NA,225.40,1676.78,-784.59,NA,21.97,NA,93.79,1233.35,47.77,302.46,0.00,NA,NA,350.23,NA,NA,0.00,0.00,82.52,NA,212.06,644.81,NA,NA,0.93,710.24,1140.79,-1263.42,NA,588.54,1233.35,NA,49.06
CAKE,2015-09-29,As of,29.61,NA,29.61,10.87,NA,61.90,36.74,44.08,15.08,187.41,NA,NA,NA,21.61,NA,92.50,1175.86,44.21,246.43,0.00,NA,NA,290.64,NA,NA,0.00,0.00,97.18,NA,208.50,596.32,NA,NA,0.93,701.27,1123.41,-1246.08,NA,579.54,1175.86,NA,49.29
CAKE,2015-12-29,As of,43.85,NA,43.85,14.16,NA,105.56,34.01,41.98,NA,225.40,1676.78,-784.59,NA,21.97,NA,93.79,1233.35,47.77,302.46,0.00,NA,NA,350.23,NA,NA,0.00,0.00,82.52,NA,212.06,644.81,NA,NA,0.93,710.24,1140.79,-1263.42,NA,588.54,1233.35,NA,49.06
CAKE,2014-12-30,As of,58.02,NA,58.02,15.17,NA,94.88,33.26,38.23,NA,224.39,1535.21,-706.91,NA,20.78,NA,87.90,1161.38,57.33,264.69,0.00,NA,NA,322.01,NA,NA,0.00,0.00,81.43,NA,201.42,604.87,NA,NA,0.92,654.03,1060.21,-1158.65,NA,556.51,1161.38,NA,49.87
CAKE,2013-12-31,As of,61.75,NA,61.75,10.08,NA,70.07,35.48,42.59,16.01,225.90,1449.83,-654.45,NA,18.65,NA,84.19,1124.11,35.42,228.83,0.00,NA,NA,264.25,NA,NA,0.00,0.00,97.24,NA,185.28,546.76,NA,NA,0.91,602.47,989.45,-1015.47,NA,577.35,1124.11,NA,51.77
CAKE,2013-01-01,As of,83.57,NA,83.57,14.56,NA,62.66,28.84,39.89,15.26,230.21,1392.40,-627.99,NA,17.83,NA,79.71,1092.17,47.00,204.82,0.00,NA,1.21,253.03,NA,NA,0.00,0.00,91.85,NA,167.56,512.44,NA,NA,0.88,508.13,902.53,-831.81,NA,579.73,1092.17,NA,53.40
CAL,2016-07-30,As of,165.73,NA,165.73,144.31,NA,144.31,648.88,29.82,0.36,989.11,489.64,-302.86,13.95,115.11,NA,115.45,1420.39,358.75,141.52,0.00,0.00,0.56,500.84,196.77,NA,196.77,196.77,NA,0.98,108.02,806.61,NA,NA,0.43,119.24,499.49,NA,-5.38,613.79,1420.39,NA,42.92
CAL,2016-04-30,As of,149.53,NA,149.53,116.96,NA,116.96,487.88,39.19,0.61,794.18,484.28,-298.69,13.95,116.03,NA,116.35,1226.09,189.15,124.44,0.00,NA,0.96,314.56,196.66,NA,196.66,196.66,NA,1.10,106.90,619.21,NA,NA,0.43,127.75,482.74,NA,-4.05,606.88,1226.09,NA,43.40
CAL,2016-01-30,As of,118.15,NA,118.15,153.66,NA,164.81,546.75,44.36,1.00,875.07,475.75,-296.74,13.95,116.94,NA,118.35,1303.32,237.80,148.13,0.00,NA,4.37,390.30,196.54,NA,196.54,196.54,32.27,0.99,81.74,701.84,0.00,NA,0.44,138.88,468.03,NA,-5.86,601.48,1303.32,NA,43.66
CAL,2015-10-31,As of,86.30,NA,86.30,148.19,NA,148.19,544.34,40.30,0.51,819.65,455.04,-291.60,13.95,117.86,NA,145.38,1260.28,200.25,175.05,0.00,0.00,0.60,375.90,200.00,NA,200.00,200.00,NA,0.85,82.53,659.28,NA,NA,0.44,137.93,459.68,NA,2.96,601.00,1260.28,NA,43.70
CAL,2015-08-01,As of,129.34,NA,129.34,144.21,NA,144.21,641.13,39.84,42.65,997.17,444.67,-293.83,13.95,118.78,NA,146.73,1427.47,382.63,154.24,0.00,39.16,1.86,577.89,200.00,NA,200.00,239.16,NA,0.88,80.36,859.13,NA,NA,0.44,136.13,428.75,NA,3.03,568.35,1427.47,NA,43.71
CAL,2016-01-30,As of,118.15,NA,118.15,153.66,NA,164.81,546.75,44.36,1.00,875.07,354.56,-296.74,13.95,238.13,NA,118.35,1303.32,237.80,148.13,0.00,NA,4.37,390.30,196.54,NA,196.54,196.54,32.27,0.99,81.74,701.84,0.00,NA,0.44,138.88,468.03,NA,-5.86,601.48,1303.32,NA,43.66
CAL,2015-01-31,As of,67.40,NA,67.40,136.65,NA,137.27,543.10,40.51,1.86,790.15,321.44,-288.95,13.95,237.89,NA,139.85,1214.33,215.92,145.55,0.00,NA,8.07,369.54,196.71,NA,196.71,196.71,27.54,0.71,78.91,673.42,0.00,NA,0.44,138.96,398.80,NA,2.71,540.91,1214.33,NA,43.75
CAL,2014-02-01,As of,82.55,NA,82.55,129.22,NA,132.14,547.53,28.69,1.65,792.55,312.04,-284.98,13.95,176.22,NA,139.62,1149.40,226.60,132.46,0.00,7.00,20.79,386.86,199.01,NA,199.01,206.01,9.37,0.66,76.81,672.70,0.00,NA,0.43,131.40,328.19,NA,16.68,476.70,1149.40,NA,43.38
CAL,2013-02-02,As of,68.22,NA,68.22,111.39,NA,114.46,503.69,41.28,47.49,775.14,329.16,-292.89,13.95,174.33,NA,174.27,1173.97,213.66,136.07,0.00,105.00,17.09,471.82,198.82,NA,198.82,303.82,6.87,0.77,70.56,748.84,0.00,NA,0.43,121.59,302.22,NA,0.88,425.13,1173.97,NA,42.90
CALI,2016-06-30,As of,4.01,NA,4.01,63.16,NA,127.61,18.91,0.08,24.48,175.09,NA,NA,NA,NA,NA,0.03,175.49,3.38,0.22,101.90,NA,44.72,150.23,NA,NA,0.00,101.90,0.00,0.37,NA,150.60,NA,NA,0.00,22.98,-3.22,NA,5.14,24.90,175.49,NA,4.03
CALI,2016-03-31,As of,5.16,NA,5.16,63.75,NA,167.41,22.71,0.03,39.22,234.53,NA,NA,NA,NA,NA,0.67,296.47,3.36,0.25,175.35,NA,87.42,266.37,NA,NA,0.00,175.35,9.23,0.36,NA,275.96,NA,NA,0.00,22.98,-8.41,NA,5.93,20.50,296.47,NA,4.03
CALI,2015-12-31,As of,7.12,NA,7.12,82.11,NA,183.28,12.16,0.03,23.80,226.39,NA,NA,0.00,0.00,NA,0.54,288.22,1.33,0.37,175.94,NA,79.56,257.20,NA,NA,0.00,175.94,9.25,0.36,0.00,266.81,NA,NA,0.00,22.98,-7.35,NA,5.78,21.41,288.22,NA,4.03
CALI,2015-09-30,As of,6.44,NA,6.44,77.02,NA,186.46,11.25,0.03,40.30,244.47,NA,NA,3.88,0.34,NA,0.55,320.69,1.61,0.26,188.67,NA,71.27,261.81,NA,NA,0.00,188.67,9.66,0.36,18.65,290.49,NA,NA,0.00,22.98,1.00,NA,6.21,30.20,320.69,NA,4.03
CALI,2015-12-31,As of,7.12,NA,7.12,82.11,NA,183.28,12.16,0.03,23.80,226.39,NA,NA,0.00,0.00,NA,0.54,288.22,1.33,0.37,175.94,NA,79.56,257.20,NA,NA,0.00,175.94,9.25,0.36,0.00,266.81,NA,NA,0.00,22.98,-7.35,NA,5.78,21.41,288.22,NA,4.03
CALI,2014-12-31,As of,7.79,NA,7.79,101.76,NA,170.91,16.04,0.02,12.17,206.94,NA,NA,4.01,0.43,NA,0.00,278.51,0.10,3.54,150.73,NA,59.87,214.24,NA,NA,0.00,150.73,10.50,0.55,18.24,243.53,NA,NA,0.00,22.98,4.67,NA,7.33,34.98,278.51,NA,4.03
CALI,2013-12-31,As of,15.04,NA,15.04,68.82,NA,107.18,15.34,0.01,29.71,167.29,74.31,-1.33,20.16,0.55,NA,0.58,261.56,NA,0.24,96.15,NA,54.90,151.28,NA,NA,0.00,96.15,12.24,0.57,35.31,199.40,NA,NA,0.00,22.98,31.53,NA,7.64,62.16,261.56,NA,4.03
CALI,2012-12-31,As of,8.89,NA,8.89,57.13,NA,102.08,27.14,0.02,27.73,165.86,1.29,-0.98,0.00,0.00,NA,0.02,166.20,0.00,0.36,83.90,NA,22.44,106.70,NA,NA,0.00,83.90,0.00,0.57,NA,107.27,NA,NA,0.00,21.99,31.01,NA,5.92,58.93,166.20,NA,3.69
CALL,2016-09-30,As of,51.53,0.45,51.97,2.63,NA,2.63,4.46,0.60,6.82,66.49,13.42,-9.62,47.48,29.92,NA,31.64,179.34,2.78,7.22,0.00,NA,51.09,61.09,NA,NA,0.00,0.00,NA,-0.48,59.26,119.87,NA,NA,111.78,15.64,55.05,-122.99,NA,59.47,179.34,NA,15.86
CALL,2016-06-30,As of,46.68,0.45,47.13,2.63,NA,2.63,4.43,0.85,4.57,59.61,13.06,-9.28,47.48,31.42,NA,30.72,173.00,1.55,6.37,0.00,NA,50.39,58.31,NA,NA,0.00,0.00,NA,-0.30,59.85,117.86,NA,NA,111.77,14.75,51.65,-123.02,NA,55.15,173.00,NA,15.86
CALL,2016-03-31,As of,45.50,0.37,45.87,2.57,NA,2.57,5.24,1.55,3.98,59.21,12.89,-9.00,47.48,32.53,NA,30.61,173.72,3.66,5.70,0.00,NA,51.81,61.18,NA,NA,0.00,0.00,NA,NA,61.46,122.64,NA,NA,111.77,13.62,48.83,-123.14,NA,51.08,173.72,NA,15.85
CALL,2015-12-31,As of,78.59,0.37,78.96,2.92,NA,2.92,5.72,2.75,4.75,95.10,12.27,-8.97,32.30,6.69,NA,31.44,168.84,1.09,6.28,0.00,NA,52.55,59.92,1.40,NA,1.40,1.40,NA,NA,59.84,121.17,NA,NA,111.77,14.57,48.09,-126.77,NA,47.67,168.84,NA,15.61
CALL,2015-09-30,As of,79.57,0.37,79.94,2.57,NA,2.57,6.24,0.00,13.03,101.78,12.61,-9.09,32.30,7.18,NA,31.55,176.32,1.32,5.45,0.00,NA,55.65,62.42,NA,NA,0.00,0.00,NA,NA,63.00,125.42,NA,NA,111.77,13.87,46.16,-120.89,NA,50.90,176.32,NA,16.17
CALL,2015-12-31,As of,78.59,0.37,78.96,2.92,NA,2.92,5.72,2.75,4.75,95.10,12.27,-8.97,32.30,6.69,NA,31.44,168.84,1.09,6.28,0.00,NA,52.55,59.92,1.40,NA,1.40,1.40,NA,NA,59.84,121.17,NA,NA,111.77,14.57,48.09,-126.77,NA,47.67,168.84,NA,15.61
CALL,2014-12-31,As of,75.94,0.37,76.31,3.90,NA,3.90,5.63,12.51,17.28,115.64,12.08,-8.52,32.30,9.47,NA,33.25,194.23,2.88,7.01,0.00,1.40,65.64,76.93,1.30,NA,1.30,2.70,NA,NA,66.92,145.15,NA,NA,111.77,10.41,34.58,-107.68,0.00,49.09,194.23,NA,17.87
CALL,2013-12-31,As of,46.00,8.78,54.78,3.63,NA,3.63,4.49,11.96,16.75,91.60,9.86,-7.90,32.30,15.66,NA,30.38,171.89,4.24,7.74,0.00,1.50,54.54,68.01,1.30,NA,1.30,2.80,NA,NA,65.14,134.45,NA,NA,111.74,3.69,30.80,-108.15,-0.64,37.44,171.89,NA,17.83
CALL,2012-12-31,As of,18.96,19.39,38.35,6.00,NA,6.00,5.34,NA,9.59,59.28,9.69,-7.34,32.30,16.14,NA,10.70,120.77,3.65,13.57,0.00,NA,67.04,84.26,NA,NA,0.00,0.00,NA,NA,61.28,145.54,NA,NA,108.05,1.73,-39.51,-93.54,-1.49,-24.77,120.77,NA,24.73
CALM,2016-08-27,As of,37.65,269.20,306.85,74.10,NA,108.95,154.62,3.53,NA,573.95,NA,NA,29.20,4.64,58.48,4.91,1075.97,NA,NA,0.00,15.91,NA,75.14,8.12,NA,8.12,24.04,98.90,1.97,6.38,190.51,NA,NA,0.75,47.25,859.50,-22.31,0.26,885.46,1075.97,NA,48.53
CALM,2016-05-28,As of,29.05,360.50,389.55,62.01,NA,79.28,154.80,2.61,0.05,626.28,822.64,-430.37,29.20,4.96,53.98,5.08,1111.77,36.26,30.87,0.00,16.32,0.00,83.45,9.25,NA,9.25,25.57,95.38,2.09,6.32,196.49,NA,NA,0.75,46.40,890.44,-22.27,-0.05,915.27,1111.77,NA,48.54
CALM,2016-02-27,As of,8.14,378.91,387.05,110.77,NA,110.77,154.16,2.29,NA,654.27,NA,NA,29.20,5.50,47.97,5.03,1124.23,NA,NA,0.00,6.16,51.13,127.63,21.08,NA,21.08,27.24,53.21,2.02,6.30,210.24,NA,NA,0.75,45.47,890.84,-22.25,-0.81,914.00,1124.23,NA,48.54
CALM,2015-11-28,As of,15.03,405.30,420.33,157.84,NA,157.84,158.12,3.26,NA,739.55,NA,NA,29.20,6.13,40.25,4.98,1192.31,NA,NA,0.00,6.16,152.96,244.67,22.61,NA,22.61,28.77,43.96,2.29,5.92,319.45,NA,NA,0.75,44.80,848.11,-20.55,-0.26,872.86,1192.31,NA,48.49
CALM,2015-08-29,As of,69.37,286.49,355.85,184.93,NA,184.93,148.59,4.35,NA,693.72,NA,NA,29.20,6.84,37.48,5.24,1136.17,NA,NA,0.00,7.96,154.78,249.62,34.59,NA,34.59,42.55,44.80,2.06,5.63,336.69,NA,NA,0.75,44.06,775.31,-20.48,-0.16,799.48,1136.17,NA,48.50
CALM,2016-05-28,As of,29.05,360.50,389.55,62.01,NA,79.28,154.80,2.61,0.05,626.28,822.64,-430.37,29.20,4.96,53.98,5.08,1111.77,36.26,30.87,0.00,16.32,0.00,83.45,9.25,NA,9.25,25.57,95.38,2.09,6.32,196.49,NA,NA,0.75,46.40,890.44,-22.27,-0.05,915.27,1111.77,NA,48.54
CALM,2015-05-30,As of,8.67,249.96,258.63,99.01,NA,101.98,146.26,1.95,0.15,508.96,754.24,-395.45,29.20,7.56,18.84,5.30,928.65,44.71,26.11,0.00,10.06,51.05,131.94,40.80,NA,40.80,50.86,45.61,1.00,5.75,225.09,NA,NA,0.75,43.30,679.97,-20.48,0.02,703.56,928.65,NA,48.50
CALM,2014-05-31,As of,14.52,194.74,209.26,82.98,NA,87.52,146.12,1.15,1.36,445.39,675.72,-360.79,29.20,10.42,6.79,4.72,811.66,38.97,27.98,0.00,10.22,43.93,121.10,50.88,NA,50.88,61.09,40.50,0.91,4.44,217.83,NA,NA,0.38,40.48,572.87,-20.45,0.56,593.83,811.66,NA,45.96
CALM,2013-06-01,As of,24.98,157.90,182.89,79.35,NA,82.59,147.99,1.34,0.07,414.88,600.04,-334.04,24.42,12.33,20.41,7.02,745.63,47.23,52.23,0.00,10.37,20.35,130.19,54.65,NA,54.65,65.02,38.42,0.31,4.32,227.90,NA,NA,0.38,39.05,498.71,-20.57,0.17,517.73,745.63,NA,45.80
CALA,2016-09-30,As of,11.60,44.67,56.27,NA,NA,NA,NA,1.62,NA,57.89,NA,NA,NA,NA,0.00,0.12,58.92,1.26,3.48,0.00,NA,NA,4.75,NA,NA,0.00,0.00,NA,NA,0.37,5.11,NA,NA,0.00,167.04,-112.98,NA,-0.25,53.81,58.92,NA,20.10
CALA,2016-06-30,As of,7.33,53.05,60.38,NA,NA,NA,NA,1.92,NA,62.30,NA,NA,NA,NA,0.00,0.08,63.23,1.45,3.25,0.00,NA,NA,4.69,NA,NA,0.00,0.00,NA,NA,0.32,5.01,NA,NA,0.00,162.64,-104.44,NA,0.02,58.22,63.23,NA,19.01
CALA,2016-03-31,As of,12.17,54.03,66.19,NA,NA,NA,NA,2.35,NA,68.54,NA,NA,NA,NA,2.10,0.05,71.56,1.05,2.98,0.00,NA,NA,4.03,NA,NA,0.00,0.00,NA,NA,0.26,4.29,NA,NA,0.00,161.34,-94.08,NA,0.00,67.27,71.56,NA,18.95
CALA,2015-12-31,As of,6.11,63.82,69.93,NA,NA,NA,NA,2.57,NA,72.50,NA,NA,NA,NA,2.00,0.33,75.75,0.56,3.27,0.00,NA,NA,3.83,NA,NA,0.00,0.00,NA,NA,0.13,3.96,0.00,NA,0.00,156.35,-84.50,NA,-0.07,71.79,75.75,NA,18.23
CALA,2015-09-30,As of,8.43,73.46,81.89,NA,NA,NA,NA,1.80,NA,83.68,NA,NA,NA,NA,NA,0.05,84.53,0.56,5.19,0.00,NA,NA,5.76,NA,NA,0.00,0.00,NA,NA,0.18,5.93,NA,NA,0.00,155.02,-76.43,NA,NA,78.59,84.53,NA,18.14
CALA,2015-12-31,As of,6.11,63.82,69.93,NA,NA,NA,NA,2.57,NA,72.50,NA,NA,NA,NA,2.00,0.33,75.75,0.56,3.27,0.00,NA,NA,3.83,NA,NA,0.00,0.00,NA,NA,0.13,3.96,0.00,NA,0.00,156.35,-84.50,NA,-0.07,71.79,75.75,NA,18.23
CALA,2014-12-31,As of,101.97,NA,101.97,NA,NA,NA,NA,1.89,NA,103.86,2.09,-1.23,NA,NA,NA,0.05,104.77,0.69,3.43,0.00,NA,NA,4.12,NA,NA,0.00,0.00,NA,NA,0.28,4.40,0.00,NA,0.00,152.22,-51.85,NA,NA,100.37,104.77,NA,17.94
CALA,2013-12-31,As of,33.82,NA,33.82,NA,NA,NA,NA,0.35,NA,34.17,1.43,-0.87,NA,NA,NA,0.12,34.84,0.15,1.19,0.00,NA,NA,1.34,NA,NA,0.00,0.00,NA,NA,0.03,1.38,54.28,NA,0.00,9.33,-30.14,NA,NA,33.47,34.84,NA,15.88
CALA,2012-12-31,As of,2.21,NA,2.21,NA,NA,NA,NA,0.07,NA,2.27,1.29,-0.61,NA,NA,NA,0.11,3.06,0.03,0.88,0.00,NA,NA,0.91,NA,NA,0.00,0.00,NA,NA,0.00,0.91,10.72,NA,0.00,9.19,-17.77,NA,NA,2.15,3.06,NA,15.88
CALD,2016-09-30,As of,167.12,19.12,186.24,48.44,NA,48.44,NA,14.70,NA,249.38,NA,NA,56.68,17.68,NA,3.95,359.26,3.57,32.61,0.00,NA,88.69,124.87,NA,NA,0.00,0.00,1.46,NA,10.71,137.04,NA,0.00,0.06,538.23,-298.04,-14.43,-3.60,222.22,359.26,NA,62.70
CALD,2016-06-30,As of,74.33,19.68,94.01,45.98,NA,45.98,NA,12.17,NA,152.16,NA,NA,57.23,19.37,NA,3.73,258.37,5.14,25.08,0.00,NA,85.28,115.50,NA,NA,0.00,0.00,1.42,NA,10.13,127.06,NA,0.00,0.06,442.98,-294.09,-14.43,-3.21,131.31,258.37,NA,57.08
CALD,2016-03-31,As of,81.83,20.07,101.90,42.74,NA,42.74,NA,10.89,NA,155.53,NA,NA,49.83,13.85,NA,3.99,247.12,3.44,22.71,0.00,NA,78.30,104.46,NA,NA,0.00,0.00,1.44,NA,10.45,116.34,NA,0.00,0.06,435.63,-288.40,-14.43,-2.08,130.78,247.12,NA,56.76
CALD,2015-12-31,As of,77.23,19.98,97.21,43.46,NA,43.46,NA,11.38,NA,152.06,NA,NA,50.15,14.88,NA,4.02,241.64,3.64,23.53,0.00,0.00,74.64,101.81,0.00,NA,0.00,0.00,1.48,NA,9.56,112.84,NA,0.00,0.06,428.78,-283.87,-14.43,-1.74,128.80,241.64,NA,56.27
CALD,2015-09-30,As of,77.12,18.60,95.71,37.95,NA,37.95,NA,9.99,NA,143.65,NA,NA,50.41,16.32,NA,3.70,234.31,2.57,21.18,0.00,0.22,72.48,96.45,0.00,NA,0.00,0.22,0.05,NA,10.96,107.46,NA,0.00,0.06,424.22,-281.73,-14.43,-1.27,126.85,234.31,NA,56.10
CALD,2015-12-31,As of,77.23,19.98,97.21,43.46,NA,43.46,NA,10.87,0.52,152.06,43.06,-22.52,50.15,14.88,NA,4.02,241.64,3.64,22.48,0.00,0.00,75.69,101.81,0.00,NA,0.00,0.00,1.48,NA,9.56,112.84,NA,0.00,0.06,428.78,-283.87,-14.43,-1.74,128.80,241.64,NA,56.27
CALD,2014-12-31,As of,34.20,2.77,36.97,41.62,NA,41.62,NA,10.25,0.14,88.97,38.42,-19.66,46.97,17.76,NA,3.84,176.30,2.06,24.80,0.00,1.00,64.03,91.88,10.48,0.00,10.48,11.48,0.56,NA,14.90,117.82,NA,NA,0.05,344.31,-270.72,-14.43,-0.74,58.47,176.30,NA,48.95
CALD,2013-12-31,As of,28.30,7.87,36.16,29.22,NA,29.34,NA,6.02,0.08,71.61,26.82,-15.47,31.21,17.00,NA,3.03,134.19,2.99,12.69,0.00,1.31,47.47,64.45,14.20,0.99,15.18,16.49,0.15,NA,12.35,92.14,NA,NA,0.04,315.43,-259.16,-14.43,0.17,42.05,134.19,NA,45.48
CALD,2012-12-31,As of,16.40,12.77,29.17,22.57,NA,22.57,NA,6.72,0.04,58.50,NA,NA,31.21,21.20,NA,3.26,124.74,4.71,14.02,NA,0.92,36.43,56.07,59.22,0.01,59.22,60.14,0.16,NA,5.86,121.31,NA,NA,0.03,255.33,-237.75,-14.43,0.24,3.43,124.74,NA,36.20
CALX,2016-09-24,As of,14.06,29.55,61.32,57.26,NA,57.26,40.19,15.70,14.72,189.18,80.24,-64.22,116.17,1.63,NA,0.94,323.94,19.34,48.31,0.00,NA,16.93,84.58,NA,NA,0.00,0.00,NA,NA,20.83,105.41,NA,0.00,1.35,830.23,-572.84,-39.99,-0.23,218.52,323.94,NA,48.79
CALX,2016-06-25,As of,5.38,38.17,64.21,49.12,NA,49.12,40.76,8.14,6.81,169.04,77.79,-62.15,116.17,2.44,NA,1.07,304.38,13.80,42.72,0.00,NA,13.58,70.10,NA,NA,0.00,0.00,NA,NA,20.73,90.83,NA,0.00,1.35,825.79,-573.48,-39.99,-0.14,213.55,304.38,NA,48.73
CALX,2016-03-26,As of,10.50,42.90,64.26,43.80,NA,43.80,41.13,9.97,4.11,163.27,76.52,-60.01,116.17,3.25,NA,1.20,300.42,11.14,42.54,0.00,NA,11.06,64.75,NA,NA,0.00,0.00,NA,NA,20.89,85.64,NA,0.00,1.33,821.24,-567.65,-39.99,-0.12,214.78,300.42,NA,47.78
CALX,2015-12-31,As of,10.25,49.96,73.59,47.16,NA,47.16,47.67,9.47,4.92,182.80,75.16,-58.01,116.17,6.62,NA,1.14,323.89,19.60,34.10,0.00,NA,13.54,67.24,NA,NA,0.00,0.00,NA,NA,20.86,88.10,NA,0.00,1.33,818.75,-556.92,-27.18,-0.10,235.78,323.89,NA,49.51
CALX,2015-09-26,As of,16.52,57.66,93.85,48.19,NA,48.19,43.77,8.31,3.00,197.12,76.95,-58.47,116.17,11.26,NA,1.09,344.13,16.78,36.34,0.00,NA,13.36,66.48,NA,NA,0.00,0.00,NA,NA,21.09,87.57,NA,0.00,1.32,813.78,-547.38,-11.12,-0.04,256.56,344.13,NA,51.18
CALX,2015-12-31,As of,10.25,49.96,73.59,47.16,NA,47.16,47.67,9.47,4.92,182.80,75.16,-58.01,116.17,6.62,NA,1.14,323.89,19.60,34.10,0.00,NA,13.54,67.24,NA,NA,0.00,0.00,NA,NA,20.86,88.10,NA,0.00,1.33,818.75,-556.92,-27.18,-0.10,235.78,323.89,NA,49.51
CALX,2014-12-31,As of,30.96,62.85,111.68,30.74,NA,30.74,46.75,12.94,5.38,207.49,79.52,-59.38,116.17,25.18,NA,1.24,370.22,23.63,38.78,0.00,NA,13.39,75.79,NA,NA,0.00,0.00,NA,NA,21.84,97.63,NA,0.00,1.29,801.81,-530.59,NA,0.14,272.59,370.22,NA,51.63
CALX,2013-12-31,As of,19.84,0.00,82.75,43.52,NA,43.52,51.07,5.76,21.37,204.47,72.90,-55.43,116.17,43.74,NA,1.75,383.60,23.16,31.19,0.00,NA,35.75,90.10,NA,NA,0.00,0.00,NA,NA,19.58,109.68,NA,0.00,1.26,782.25,-509.78,NA,0.19,273.92,383.60,NA,50.22
CALX,2012-12-31,As of,19.84,NA,46.99,59.52,NA,59.52,43.28,5.68,21.08,176.55,77.41,-56.33,116.17,62.30,NA,1.79,377.90,16.80,34.62,0.00,NA,40.87,92.30,NA,NA,0.00,0.00,NA,NA,16.53,108.82,NA,0.00,1.22,760.23,-492.51,NA,0.13,269.07,377.90,NA,48.90
CAMP,2016-08-31,As of,94.70,22.30,117.00,68.77,NA,68.77,28.00,7.31,NA,221.08,NA,NA,63.18,74.92,NA,39.38,420.16,36.60,10.80,0.00,NA,34.80,82.20,143.26,NA,143.26,143.26,NA,NA,13.50,238.96,NA,NA,0.36,223.68,-41.99,NA,-0.86,181.19,420.16,NA,36.42
CAMP,2016-05-31,As of,67.49,50.14,117.63,69.39,NA,69.39,27.65,7.22,NA,221.89,NA,NA,66.88,78.74,NA,38.77,425.59,36.14,10.83,0.00,NA,35.67,82.64,141.50,NA,141.50,141.50,NA,NA,12.62,236.76,NA,NA,0.37,231.70,-42.51,NA,-0.73,188.83,425.59,NA,36.75
CAMP,2016-02-29,As of,139.39,88.72,228.11,49.43,NA,49.43,16.73,4.50,NA,298.77,30.61,-21.85,16.51,17.01,NA,40.85,384.36,24.94,6.81,0.00,NA,17.81,49.56,139.80,NA,139.80,139.80,NA,NA,5.55,194.92,NA,NA,0.37,229.16,-39.85,NA,-0.23,189.45,384.36,NA,36.67
CAMP,2015-11-30,As of,106.68,116.66,223.34,44.95,NA,44.95,18.10,3.82,NA,290.21,NA,NA,16.51,18.66,NA,33.73,370.39,24.92,6.04,0.00,NA,13.64,44.59,138.10,NA,138.10,138.10,NA,NA,5.87,188.56,NA,NA,0.37,226.93,-45.36,NA,-0.11,181.83,370.39,NA,36.58
CAMP,2015-08-31,As of,100.10,104.98,205.08,45.80,NA,45.80,22.57,4.01,11.49,288.96,NA,NA,16.51,20.30,12.57,22.71,372.39,33.50,4.88,0.00,0.10,15.24,53.72,136.56,NA,136.56,136.65,NA,NA,5.78,196.06,NA,NA,0.37,225.27,-49.23,NA,-0.07,176.33,372.39,NA,36.23
CAMP,2016-02-29,As of,139.39,88.72,228.11,49.43,NA,49.43,16.73,4.50,NA,298.77,30.61,-21.85,16.51,17.01,NA,40.85,384.36,24.94,6.81,0.00,NA,17.81,49.56,139.80,NA,139.80,139.80,NA,NA,5.55,194.92,NA,NA,0.37,229.16,-39.85,NA,-0.23,189.45,384.36,NA,36.67
CAMP,2015-02-28,As of,34.18,10.18,44.36,47.92,NA,47.92,18.67,5.11,NA,116.05,28.38,-20.18,15.48,22.60,NA,37.96,202.62,24.01,5.52,0.00,NA,17.47,47.01,0.00,NA,0.00,0.00,NA,NA,4.23,51.23,NA,NA,0.36,207.88,-56.79,NA,-0.07,151.38,202.62,NA,36.23
