symbol,date,period,NetIncomeStartingLine,DepreciationDepletion,Amortization,DeferredTaxes,NonCashItems,ChangesinWorkingCapital,CashfromOperatingActivities,CapitalExpenditures,OtherInvestingCashFlowItemsTotal,CashfromInvestingActivities,FinancingCashFlowItems,TotalCashDividendsPaid,IssuanceRetirementofStockNet,IssuanceRetirementofDebtNet,CashfromFinancingActivities,ForeignExchangeEffects,NetChangeinCash,CashInterestPaidSupplemental,CashTaxesPaidSupplemental
CFG,2016-03-31,3 months ending,223.00,112.00,NA,30.00,6.00,3.00,374.00,-53.00,-2268.00,-2321.00,-21.00,-53.00,NA,791.00,717.00,NA,-1230.00,NA,NA
CFG,2015-12-31,12 months ending,840.00,471.00,NA,249.00,9.00,-340.00,1229.00,-299.00,-5606.00,-5905.00,3287.00,-150.00,-253.00,1601.00,4485.00,NA,-191.00,454.00,157.00
CFG,2015-12-31,12 months ending,840.00,471.00,NA,249.00,9.00,-340.00,1229.00,-299.00,-5606.00,-5905.00,3287.00,-150.00,-253.00,1601.00,4485.00,NA,-191.00,454.00,157.00
CFG,2014-12-31,12 months ending,865.00,386.00,NA,141.00,97.00,-99.00,1390.00,-311.00,-9963.00,-10274.00,2508.00,-16.00,-334.00,7245.00,9403.00,NA,519.00,NA,391.00
CFG,2013-12-31,12 months ending,-3426.00,404.00,NA,-53.00,4485.00,1239.00,2649.00,-368.00,-2085.00,-2453.00,-2963.00,NA,NA,2461.00,-502.00,NA,-306.00,NA,20.00
CFG,2012-12-31,12 months ending,643.00,467.00,NA,306.00,168.00,130.00,1714.00,-371.00,1290.00,919.00,1883.00,NA,NA,-5147.00,-3264.00,NA,-631.00,NA,201.00
CFMS,2016-09-30,9 months ending,-41.85,2.33,NA,NA,4.09,-1.41,-36.84,-6.29,-40.76,-47.05,NA,NA,2.21,-0.22,1.99,-0.30,-82.20,NA,NA
CFMS,2016-06-30,6 months ending,-29.09,1.54,NA,NA,2.45,-1.90,-27.00,-4.19,-49.56,-53.75,NA,NA,1.66,-0.15,1.51,-0.13,-79.37,NA,NA
CFMS,2016-03-31,3 months ending,-15.03,0.73,NA,NA,0.94,2.09,-11.27,-3.30,-26.94,-30.24,NA,NA,0.82,-0.07,0.75,0.15,-40.60,0.01,0.01
CFMS,2015-12-31,12 months ending,-57.25,2.62,NA,NA,4.31,-4.13,-54.45,-4.64,3.84,-0.81,NA,NA,145.05,-10.48,134.56,-0.02,79.28,1.28,0.19
CFMS,2015-12-31,12 months ending,-57.25,2.62,NA,NA,4.31,-4.13,-54.45,-4.64,3.84,-0.81,NA,NA,145.05,-10.48,134.56,-0.02,79.28,1.28,0.19
CFMS,2014-12-31,12 months ending,-45.72,2.08,NA,NA,2.62,-2.52,-43.54,-2.61,1.11,-1.51,NA,NA,21.72,7.62,29.34,-0.61,-16.32,0.16,0.16
CFMS,2013-12-31,12 months ending,-47.89,1.88,NA,NA,2.50,-3.32,-46.83,-4.11,-4.34,-8.46,NA,NA,74.10,-4.50,69.60,0.17,14.49,0.56,0.12
CFFN,2016-06-30,9 months ending,62.80,5.29,NA,NA,-1.17,-4.86,62.06,-11.30,-0.01,-11.31,228.69,-100.44,1.20,-800.00,-670.55,NA,-619.80,78.96,27.46
CFFN,2016-03-31,6 months ending,42.24,3.48,NA,NA,-0.71,-1.31,43.70,-8.45,-26.23,-34.68,277.72,-55.86,0.30,-800.00,-577.84,NA,-568.82,51.77,16.21
CFFN,2015-12-31,3 months ending,20.72,1.71,NA,NA,-0.05,3.79,26.16,-4.55,180.05,175.49,102.46,-44.55,0.16,-800.00,-741.93,NA,-540.28,25.69,0.01
CFFN,2015-09-30,12 months ending,78.09,6.84,NA,3.20,1.41,-2.94,86.61,-12.02,-6.47,-18.50,177.61,-114.16,-49.77,-120.00,-106.32,NA,-38.21,103.78,35.85
CFFN,2015-09-30,12 months ending,78.09,6.84,NA,3.20,1.41,-2.94,86.61,-12.02,-6.47,-18.50,177.61,-114.16,-49.77,-120.00,-106.32,NA,-38.21,103.78,35.85
CFFN,2014-09-30,12 months ending,77.69,6.32,NA,2.11,9.79,-4.11,91.79,-7.23,35.20,27.98,44.54,-138.17,-79.17,750.00,577.19,NA,696.95,100.58,34.97
CFFN,2013-09-30,12 months ending,69.34,5.45,NA,5.70,21.43,-0.19,101.72,-18.77,135.06,116.29,62.55,-146.82,-91.56,-70.00,-245.83,NA,-27.82,NA,31.18
CFFN,2012-09-30,12 months ending,74.51,4.95,NA,6.09,20.61,0.07,106.24,-12.62,89.47,76.85,48.06,-63.77,-146.75,0.00,-162.45,NA,20.64,NA,36.79
CFNB,2016-09-30,3 months ending,1.96,NA,NA,-0.21,-0.06,-1.52,0.17,NA,-1.13,-1.13,-3.47,NA,NA,NA,-3.47,NA,-4.42,1.97,1.41
CFNB,2016-06-30,12 months ending,8.65,NA,NA,0.02,-1.96,2.98,9.69,NA,-117.11,-117.11,161.24,-4.60,-2.36,-2.00,152.28,NA,44.85,6.12,5.29
CFNB,2016-03-31,9 months ending,4.89,NA,NA,-1.51,-0.18,1.04,4.24,NA,-115.16,-115.16,122.09,-4.60,-2.36,15.00,130.13,NA,19.22,4.24,4.54
CFNB,2015-12-31,6 months ending,3.28,NA,NA,-2.42,-0.20,0.88,1.55,NA,-86.86,-86.86,80.93,-4.60,NA,15.00,91.32,NA,6.01,2.67,4.44
CFNB,2015-09-30,3 months ending,1.72,NA,NA,0.28,-0.18,-0.51,1.30,NA,-15.01,-15.01,25.37,NA,NA,NA,25.37,NA,11.67,1.25,0.68
CFNB,2016-06-30,12 months ending,8.65,NA,NA,0.02,-1.96,2.98,9.69,NA,-117.11,-117.11,161.24,-4.60,-2.36,-2.00,152.28,NA,44.85,6.12,5.29
CFNB,2015-06-30,12 months ending,9.05,NA,NA,-3.24,-2.53,1.88,5.17,NA,-131.90,-131.90,116.10,-4.39,NA,35.14,146.84,NA,20.12,3.88,7.57
CFNB,2014-06-30,12 months ending,7.05,0.08,NA,-3.18,-0.39,2.91,6.47,NA,-54.43,-54.43,9.78,-4.18,0.16,6.86,12.62,NA,-35.35,3.04,5.56
CFNB,2013-06-30,12 months ending,7.35,NA,NA,-5.48,-1.41,-3.16,-2.70,NA,-48.67,-48.67,92.73,-22.98,0.16,0.00,69.91,NA,18.55,2.64,12.23
CFI,2016-05-01,52 weeks ending,16.93,6.67,0.17,4.19,1.99,-3.17,26.8,-11.47,4.07,-7.4,0.71,-8.14,-2.2,-2.2,-11.83,0.5,8.06,0.1,6.7
CFI,2015-05-03,53 weeks ending,15.07,5.77,0.19,3.18,0.6,1.3,26.11,-10.46,-4.35,-14.81,0.11,-7.58,-0.65,-2.74,-10.86,-0.02,0.42,0.27,4.8
CFI,2014-04-27,52 weeks ending,17.45,5.31,0.17,-1.73,0.28,-1.27,20.22,-7.9,-1.52,-9.42,0.06,-2.2,0.19,-2.2,-4.15,-0.88,5.77,0.47,3.0
CFI,2013-04-28,52 weeks ending,18.32,5.12,0.23,-0.34,0.49,-6.73,17.07,-4.4,1.39,-3.01,0.08,-7.59,-4.82,-2.84,-15.17,-0.38,-1.49,0.67,2.8
CFNL,2016-09-30,9 months ending,39.69,2.44,NA,NA,3.67,-40.88,4.92,-1.47,-132.47,-133.93,111.73,-11.69,5.95,31.10,137.09,NA,8.07,19.80,18.12
CFNL,2016-06-30,6 months ending,27.17,1.68,NA,NA,2.62,-86.75,-55.28,-0.79,-76.31,-77.10,132.03,-7.79,0.26,4.10,128.61,NA,-3.77,13.54,12.81
CFNL,2016-03-31,3 months ending,13.07,0.84,NA,NA,1.57,14.78,30.26,-0.53,-31.93,-32.45,62.26,-3.88,0.04,-34.69,23.73,NA,21.53,6.75,2.79
CFNL,2015-12-31,12 months ending,47.33,3.40,NA,1.84,3.45,-74.33,-18.30,-3.31,-557.90,-561.21,612.44,-14.16,4.32,-21.95,580.66,NA,1.15,24.12,22.22
CFNL,2015-12-31,12 months ending,47.33,3.40,NA,1.84,3.45,-74.33,-18.30,-3.31,-557.90,-561.21,612.44,-14.16,4.32,-21.95,580.66,NA,1.15,24.12,22.22
CFNL,2014-12-31,12 months ending,32.68,3.73,NA,-2.15,2.58,58.00,94.84,-1.68,-162.01,-163.69,41.65,-10.88,1.50,45.56,77.83,NA,8.98,22.03,16.09
CFNL,2013-12-31,12 months ending,25.51,3.20,NA,-2.87,1.44,418.00,445.28,-4.39,-326.01,-330.40,-84.73,-6.96,1.08,-62.19,-152.81,NA,-37.93,21.82,14.96
CFNL,2012-12-31,12 months ending,45.30,2.67,NA,5.82,0.26,-261.88,-207.84,-3.71,-137.72,-141.44,388.50,-5.89,9.09,-12.42,379.28,NA,30.00,24.55,18.26
CGA,2016-06-30,12 months ending,24.70,40.31,NA,NA,4.24,-34.89,34.36,-0.02,0.71,0.69,0.50,0.00,0.00,-17.60,-17.10,-8.03,9.91,1.00,7.22
CGA,2016-03-31,9 months ending,19.76,31.25,NA,NA,3.02,-34.14,19.89,-0.02,0.00,-0.02,0.20,0.00,0.00,-17.69,-17.49,-4.89,-2.51,0.94,0.58
CGA,2015-12-31,6 months ending,11.51,21.45,NA,NA,2.38,-19.65,15.69,-0.02,0.00,-0.02,0.20,NA,0.00,-3.48,-3.28,-5.81,6.58,0.73,2.76
CGA,2015-09-30,3 months ending,7.25,11.02,NA,NA,1.12,-12.34,7.06,0.00,0.00,0.00,0.00,0.00,0.00,-1.92,-1.92,-3.76,1.38,0.43,5.73
CGA,2016-06-30,12 months ending,24.70,40.31,NA,NA,4.24,-34.89,34.36,-0.02,0.71,0.69,0.50,0.00,0.00,-17.60,-17.10,-8.03,9.91,1.00,7.22
CGA,2015-06-30,12 months ending,31.45,47.71,NA,NA,5.21,-16.83,67.53,-0.45,-2.65,-3.09,0.30,-2.16,3.57,-0.59,1.13,0.53,66.09,1.71,6.36
CGA,2014-06-30,12 months ending,25.51,4.39,28.88,NA,13.28,-55.45,16.61,-1.60,-72.06,-73.66,0.65,NA,0.00,7.86,8.51,0.40,-48.14,1.38,32.02
CGA,2013-06-30,12 months ending,44.77,13.19,1.58,NA,3.49,-30.94,32.09,-32.45,0.00,-32.45,0.00,NA,0.00,1.84,1.84,1.57,3.05,1.35,2.98
CFR,2016-09-30,9 months ending,220.54,35.71,NA,-11.63,53.73,36.61,334.97,-32.65,-514.46,-547.11,763.95,-106.61,47.87,-89.22,616.00,NA,403.87,8.73,39.16
CFR,2016-06-30,6 months ending,140.26,23.82,NA,-9.63,33.57,-8.31,179.71,-23.46,-99.20,-122.66,-56.02,-70.56,3.59,-160.36,-283.35,NA,-226.30,5.77,25.98
CFR,2016-03-31,3 months ending,68.78,11.91,NA,-4.39,16.94,36.86,130.09,-7.37,570.29,562.92,-186.58,-34.95,0.10,-199.64,-421.07,NA,271.94,2.79,0.00
CFR,2015-12-31,12 months ending,279.33,41.96,NA,-19.06,65.38,25.86,393.47,-147.13,-1091.79,-1238.92,209.05,-140.22,-86.38,90.40,72.85,NA,-772.60,12.98,57.09
CFR,2015-12-31,12 months ending,279.33,41.96,NA,-19.06,65.38,25.86,393.47,-147.13,-1091.79,-1238.92,209.05,-140.22,-86.38,90.40,72.85,NA,-772.60,12.98,57.09
CFR,2014-12-31,12 months ending,277.98,39.69,NA,-4.13,53.58,-80.45,286.67,-131.97,-2150.12,-2282.09,1826.28,-135.24,27.70,84.68,1803.42,NA,-192.00,NA,62.98
CFR,2013-12-31,12 months ending,237.87,38.47,NA,3.28,38.28,-144.29,173.61,-39.60,-346.32,-385.92,1194.11,-126.34,68.51,107.19,1243.46,NA,1031.15,NA,49.51
CFR,2012-12-31,12 months ending,237.95,37.78,NA,-6.41,23.49,7.19,300.00,-24.89,-2130.58,-2155.47,2740.79,-116.85,10.08,-161.16,2472.86,NA,617.39,NA,58.95
CG,2016-09-30,9 months ending,0.70,52.60,NA,3.70,-608.30,678.80,127.50,-13.30,1.80,-11.50,-250.90,-98.50,-53.60,329.70,-73.30,9.10,51.80,NA,NA
CG,2016-06-30,6 months ending,51.40,34.20,NA,14.70,-658.60,164.30,-394.00,-8.40,6.40,-2.00,-124.70,-45.00,-36.20,415.70,209.80,2.00,-184.20,NA,NA
CG,2016-03-31,3 months ending,7.90,17.80,NA,-5.30,-58.80,58.10,19.70,-4.20,5.70,1.50,-91.00,-23.60,-6.10,-2.10,-122.80,21.30,-80.30,NA,NA
CG,2015-12-31,12 months ending,400.10,322.80,NA,-31.40,1130.90,2080.40,3902.80,-62.30,40.80,-21.50,-4631.00,-251.00,209.90,660.90,-4011.20,-120.60,-250.50,NA,NA
CG,2015-12-31,12 months ending,400.10,322.80,NA,-31.40,1130.90,2080.40,3902.80,-62.30,40.80,-21.50,-4696.30,-251.00,209.90,726.20,-4011.20,-120.60,-250.50,56.00,41.60
CG,2014-12-31,12 months ending,915.10,192.10,NA,10.50,-922.50,2450.50,2645.70,-29.70,66.70,37.00,-1778.10,-102.70,449.50,-862.10,-2293.40,-113.90,275.40,51.90,58.70
CG,2013-12-31,12 months ending,1347.80,163.60,NA,44.50,-1897.20,3335.60,2994.30,-29.50,-105.60,-135.10,-869.90,-59.90,0.00,-1573.90,-2503.70,44.00,399.50,28.60,50.40
CG,2012-12-31,12 months ending,2399.50,107.80,NA,-9.30,-890.60,421.00,2028.40,-73.70,-52.40,-126.10,-342.60,-464.00,625.10,-1659.80,-1841.30,-3.50,57.50,24.70,56.10
CFX,2016-09-30,9 months ending,102.37,107.10,NA,-1.17,17.05,-123.49,101.85,-41.67,0.00,-41.67,-7.83,NA,-20.40,-44.91,-73.14,7.15,-5.81,NA,NA
CFX,2016-07-01,6 months ending,70.17,74.00,NA,-0.53,13.07,-100.31,56.41,-25.50,NA,-25.50,-5.28,NA,-20.40,-21.48,-47.16,3.44,-12.80,NA,NA
CFX,2016-04-01,3 months ending,26.21,37.72,NA,-0.14,6.18,-54.44,15.52,-15.39,NA,-15.39,1.23,NA,-20.48,13.97,-5.29,3.73,-1.43,NA,NA
CFX,2015-12-31,12 months ending,187.18,154.54,NA,-22.72,26.42,-41.61,303.81,-69.88,-177.08,-246.96,-21.07,0.00,-21.32,-88.89,-131.27,-33.57,-107.98,36.36,79.54
CFX,2015-12-31,12 months ending,187.18,154.54,NA,-22.72,26.42,-41.61,303.81,-69.88,-177.08,-246.96,-21.07,0.00,-21.32,-88.89,-131.27,-33.57,-107.98,36.36,79.54
CFX,2014-12-31,12 months ending,420.27,174.72,NA,-139.49,26.67,-96.42,385.76,-81.34,-948.80,-1030.14,-31.40,-3.85,594.36,90.94,650.05,-11.52,-5.85,42.04,82.69
CFX,2013-12-31,12 months ending,209.14,119.26,NA,9.95,43.93,-20.11,362.17,-71.48,-403.49,-474.97,-39.78,-20.40,324.15,-309.03,-45.05,-13.29,-171.15,58.97,93.86
CFX,2012-12-31,12 months ending,-42.26,183.40,NA,7.22,26.37,-0.71,174.02,-83.19,-1857.79,-1940.97,-48.90,-17.45,1089.73,1159.84,2183.23,-8.93,407.34,79.86,70.68
CGEN,2015-12-31,12 months ending,-20.16,1.11,NA,NA,3.07,-9.62,-25.61,-3.12,12.89,9.77,0.00,NA,0.97,NA,0.97,NA,-14.87,NA,0.00
CGEN,2015-12-31,12 months ending,-20.16,1.11,NA,NA,3.07,-9.62,-25.61,-3.12,12.89,9.77,0.00,NA,0.97,NA,0.97,NA,-14.87,NA,0.00
CGEN,2014-12-31,12 months ending,-11.09,0.66,NA,NA,1.42,-2.13,-11.15,-1.90,-62.19,-64.09,0.00,NA,72.13,NA,72.13,NA,-3.11,NA,0.36
CGEN,2013-12-31,12 months ending,-14.08,0.37,NA,NA,0.37,6.91,-6.44,-0.33,-11.25,-11.57,5.00,NA,25.39,NA,30.39,NA,12.38,NA,NA
CGEN,2012-12-31,12 months ending,-13.63,0.30,NA,NA,2.98,-0.50,-10.85,-1.00,13.27,12.26,1.00,NA,8.11,NA,9.11,NA,10.53,NA,NA
CGI,2016-09-30,3 months ending,-2.85,19.34,NA,-2.55,-0.44,-22.52,-9.02,-32.80,34.41,1.61,NA,-0.55,NA,5.18,4.63,-0.28,-3.06,3.30,0.10
CGI,2016-06-30,12 months ending,24.84,79.61,NA,8.26,-18.71,-99.20,-5.21,-87.60,123.42,35.83,NA,-2.20,0.05,-44.27,-46.42,0.18,-15.62,13.79,0.26
CGI,2016-03-31,9 months ending,23.22,60.52,NA,29.02,-18.02,-90.26,4.48,-69.69,104.91,35.22,NA,-1.65,0.05,-58.08,-59.68,0.58,-19.41,10.48,0.17
CGI,2015-12-31,6 months ending,17.98,40.93,NA,13.71,-16.82,-32.91,22.89,-67.09,90.14,23.05,NA,-1.10,0.17,-63.20,-64.12,1.22,-16.97,6.91,0.12
CGI,2015-09-30,3 months ending,11.37,21.73,NA,4.00,-12.35,-47.56,-22.81,-67.44,100.89,33.44,NA,-0.55,0.01,-10.50,-11.04,0.55,0.14,3.15,0.08
CGI,2016-06-30,12 months ending,24.84,79.61,NA,8.26,-18.71,-99.20,-5.21,-87.60,123.42,35.83,NA,-2.20,0.05,-44.27,-46.42,0.18,-15.62,13.79,0.26
CGI,2015-06-30,12 months ending,37.22,75.62,NA,32.39,-20.61,-80.06,44.56,-118.42,57.67,-60.75,NA,-1.87,85.35,-56.19,27.29,-1.92,9.19,7.78,5.63
CGI,2014-06-30,12 months ending,30.68,64.80,NA,5.21,-21.70,-8.67,70.32,-82.83,88.32,5.50,NA,-1.84,2.98,-62.14,-60.99,-0.63,14.19,4.80,9.90
CGI,2013-06-30,12 months ending,27.26,57.81,NA,20.54,-2.96,-15.94,86.71,-169.51,65.96,-103.55,NA,-1.80,1.89,-15.60,-15.51,0.02,-32.33,4.93,8.75
CGG,2016-09-30,9 months ending,-296.80,199.30,NA,NA,195.30,162.20,260.00,-68.70,-204.20,-272.90,-107.40,NA,368.00,-36.40,224.20,6.90,218.20,103.00,12.90
CGG,2016-06-30,6 months ending,-208.90,133.70,NA,NA,119.60,239.00,283.40,-45.90,-148.20,-194.10,-79.20,NA,368.00,-318.70,-29.90,6.50,65.90,74.80,7.80
CGG,2016-03-31,3 months ending,-129.70,69.90,NA,NA,47.10,208.90,196.20,-19.80,-63.10,-82.90,-31.00,NA,369.00,-478.90,-140.90,4.90,-22.70,31.00,9.70
CGG,2015-12-31,12 months ending,-1446.20,1310.60,NA,NA,602.20,-58.50,408.10,-145.60,-277.70,-423.30,-161.30,NA,0.00,224.10,62.80,-21.40,26.20,153.80,19.20
CGG,2015-12-31,12 months ending,-1446.20,1310.60,NA,NA,602.20,-58.50,408.10,-145.60,-277.70,-423.30,-161.30,NA,0.00,224.10,62.80,-21.40,26.20,153.80,19.20
CGG,2014-12-31,12 months ending,-1146.60,1597.10,NA,NA,435.80,-52.50,833.80,-281.90,-611.60,-893.50,-187.20,NA,0.10,84.60,-102.50,-8.70,-170.90,144.00,22.90
CGG,2013-12-31,12 months ending,-691.20,1611.70,NA,NA,150.70,-163.50,907.70,-347.20,-1372.30,-1719.50,-144.40,NA,NA,-52.70,-197.10,18.70,-990.20,136.90,117.30
CGG,2012-12-31,12 months ending,91.40,368.00,NA,NA,352.00,109.50,920.90,-368.80,-375.80,-744.60,-130.80,NA,0.00,925.60,794.80,17.70,988.80,125.20,145.10
CGIX,2016-09-30,9 months ending,-13.03,1.50,0.26,NA,0.74,-6.77,-17.30,-0.47,0.00,-0.47,0.00,NA,9.96,-0.93,9.03,NA,-8.74,0.25,NA
CGIX,2016-06-30,6 months ending,-9.28,1.02,0.17,NA,0.93,-5.44,-12.60,-0.41,0.00,-0.41,0.00,NA,4.52,-0.42,4.10,NA,-8.91,0.20,NA
CGIX,2016-03-31,3 months ending,-5.25,0.52,0.09,NA,0.49,-1.63,-5.79,-0.36,NA,-0.36,NA,NA,NA,-0.04,-0.04,NA,-6.19,0.10,NA
CGIX,2015-12-31,12 months ending,-20.18,1.50,0.16,NA,3.96,0.97,-13.60,-1.15,-1.50,-2.64,-0.15,NA,10.38,-0.08,10.14,NA,-6.09,0.24,NA
CGIX,2015-12-31,12 months ending,-20.18,1.50,0.16,NA,3.96,0.97,-13.60,-1.15,-1.50,-2.64,-0.15,NA,10.38,-0.08,10.14,NA,-6.09,0.24,NA
CGIX,2014-12-31,12 months ending,-16.64,0.81,0.03,NA,4.65,-1.18,-12.34,-1.50,-9.87,-11.37,0.00,NA,0.26,-0.45,-0.20,NA,-23.91,0.13,NA
CGIX,2013-12-31,12 months ending,-12.37,0.31,0.02,NA,5.79,-1.82,-8.07,-0.35,-1.05,-1.40,NA,NA,61.71,-3.60,58.11,NA,48.64,0.61,NA
CGIX,2012-12-31,12 months ending,-6.67,0.34,0.02,NA,-0.97,-0.29,-7.58,-0.30,-0.05,-0.35,-1.37,NA,0.64,7.07,6.33,NA,-1.60,1.09,NA
CHA,2016-06-30,6 months ending,15469.00,33447.00,NA,NA,4004.00,-6572.00,46348.00,-36051.00,-2749.00,-38800.00,31.00,-2.00,NA,-9390.00,-9361.00,20.00,-1793.00,1934.00,3139.00
CHA,2015-12-31,12 months ending,26693.00,67664.00,NA,NA,3751.00,10642.00,108750.00,-102022.00,-228.00,-102250.00,-30.00,-6160.00,NA,10999.00,4809.00,124.00,11433.00,4601.00,4099.00
CHA,2015-12-31,12 months ending,26693.00,67664.00,NA,NA,3751.00,10642.00,108750.00,-102022.00,-228.00,-102250.00,-30.00,-6160.00,NA,10999.00,4809.00,124.00,11433.00,4601.00,4099.00
CHA,2014-12-31,12 months ending,23257.00,66345.00,NA,NA,9773.00,-2970.00,96405.00,-80457.00,-1251.00,-81708.00,-331.00,-6198.00,NA,-3798.00,-10327.00,-4.00,4366.00,5693.00,6407.00
CHA,2013-12-31,12 months ending,23088.00,69083.00,NA,NA,5463.00,-9283.00,88351.00,-71032.00,-36916.00,-107948.00,142.00,-5433.00,NA,10928.00,5637.00,-69.00,-14029.00,5573.00,4539.00
CHA,2012-12-31,12 months ending,19793.00,49655.00,NA,NA,811.00,408.00,70667.00,-50028.00,1776.00,-48252.00,254.00,-5625.00,NA,-14431.00,-19802.00,-3.00,2610.00,2200.00,4011.00
CGNT,2016-09-30,9 months ending,-3.52,2.36,NA,NA,1.17,2.87,2.87,-0.23,0.00,-0.23,-0.38,NA,NA,NA,-0.38,0.00,2.26,0.05,0.04
CGNT,2016-06-30,6 months ending,-3.63,1.59,NA,NA,0.68,2.42,1.06,-0.17,0.00,-0.17,0.00,NA,NA,NA,0.00,0.00,0.89,0.03,0.02
CGNT,2016-03-31,3 months ending,-0.97,0.81,NA,NA,0.35,0.11,0.30,-0.14,NA,-0.14,NA,NA,NA,0.00,0.00,0.01,0.18,0.02,0.01
CGNT,2015-12-31,9 months ending,-7.03,2.57,NA,NA,2.40,-3.79,-5.85,-1.41,0.00,-1.41,NA,NA,0.00,NA,0.00,-0.02,-7.29,0.03,0.04
CGNT,2015-12-31,9 months ending,-7.03,2.57,NA,NA,2.40,-3.79,-5.85,-1.41,0.00,-1.41,NA,NA,0.00,NA,0.00,-0.02,-7.29,0.03,0.04
CGNT,2015-03-31,12 months ending,-7.71,0.28,NA,NA,1.52,1.54,-4.36,-0.42,5.47,5.05,NA,NA,0.07,NA,0.07,-0.18,0.58,0.00,0.07
CGNT,2014-03-31,12 months ending,-5.35,0.35,NA,NA,1.41,0.69,-2.90,-0.30,7.94,7.64,NA,NA,0.36,NA,0.36,0.05,5.15,0.00,0.07
CGNT,2013-03-31,12 months ending,-3.31,1.15,NA,NA,0.80,0.13,-1.22,-0.21,0.20,-0.01,NA,NA,0.15,NA,0.15,-0.04,-1.12,0.00,0.06
CGNX,2016-10-02,9 months ending,111.32,8.55,2.58,-1.42,15.23,-29.61,106.66,-10.49,-72.34,-82.83,-0.34,-18.76,4.15,NA,-14.95,0.29,9.17,NA,NA
CHCT,2016-09-30,9 months ending,1.69,9.75,NA,NA,-0.82,0.19,10.80,-58.25,-13.53,-71.78,-13.32,-12.78,86.81,NA,60.70,NA,-0.28,0.50,NA
CGNX,2016-07-03,6 months ending,57.64,5.58,1.86,-2.94,11.13,-23.96,49.31,-5.35,-28.83,-34.18,-0.34,-12.34,-0.02,NA,-12.69,0.51,2.95,NA,NA
CHCT,2016-06-30,6 months ending,0.62,6.19,NA,NA,-0.48,0.60,6.94,-46.23,-13.11,-59.34,-17.68,-7.81,86.80,NA,61.31,NA,8.90,0.47,NA
CGNX,2016-04-03,3 months ending,14.88,2.76,1.04,-2.06,6.68,4.28,27.58,-2.24,3.72,1.48,NA,-5.95,3.44,NA,-2.51,1.39,27.94,NA,NA
CHCT,2016-03-31,3 months ending,0.12,2.91,NA,NA,-0.16,-0.27,2.59,-25.33,-12.79,-38.12,38.00,-2.91,NA,NA,35.09,NA,-0.45,0.29,NA
CGNX,2015-12-31,12 months ending,187.07,9.87,4.25,-1.41,-68.42,-13.00,118.36,-28.70,18.16,-10.55,9.96,-18.06,-98.77,NA,-106.87,-4.67,-3.72,NA,58.28
CHCT,2015-12-31,12 months ending,-1.46,5.32,NA,NA,0.10,-1.00,2.97,-128.95,-11.69,-140.64,16.13,-3.93,127.49,NA,139.69,NA,2.02,0.18,NA
CGNX,2015-12-31,12 months ending,187.07,9.87,4.25,-1.41,-68.42,-13.00,118.36,-28.70,18.16,-10.55,9.96,-18.06,-98.77,NA,-106.87,-4.67,-3.72,NA,58.28
CHCT,2015-12-31,12 months ending,-1.46,5.32,NA,NA,0.10,-1.00,2.97,-128.95,-11.69,-140.64,16.13,-3.93,127.49,NA,139.69,NA,2.02,0.18,NA
CGNX,2014-12-31,12 months ending,121.48,8.44,4.02,-2.36,8.44,15.95,155.97,-20.93,-83.16,-104.10,7.87,0.00,-42.74,NA,-34.87,-1.95,15.05,NA,17.55
CGNX,2013-12-31,12 months ending,73.57,7.30,3.80,2.23,5.88,2.66,95.45,-13.38,-74.69,-88.07,7.66,0.00,-20.12,NA,-12.46,0.56,-4.52,NA,8.83
CGNX,2012-12-31,12 months ending,68.10,6.72,4.14,0.43,9.04,12.71,101.13,-9.88,-28.98,-38.85,3.59,-66.21,17.47,NA,-45.15,-10.07,7.06,NA,13.55
CHCI,2014-03-31,3 months ending,-0.84,0.02,NA,NA,0.24,-2.01,-2.59,0.00,-0.11,-0.11,-2.17,NA,0.00,0.34,-1.83,NA,-4.53,0.26,NA
CHCI,2013-12-31,12 months ending,2.66,0.07,NA,NA,1.21,-8.28,-4.34,-0.09,1.27,1.18,9.16,NA,0.00,2.35,11.51,NA,8.36,0.21,NA
CHCI,2013-09-30,9 months ending,1.43,0.05,NA,NA,-0.04,-7.42,-5.99,-0.07,0.27,0.20,7.35,NA,0.00,-0.91,6.44,NA,0.65,0.18,NA
CHCI,2013-06-30,6 months ending,1.18,0.03,NA,NA,-0.10,1.72,2.83,-0.07,0.27,0.20,7.78,NA,0.00,-2.94,4.84,NA,7.87,NA,NA
CHCI,2013-03-31,3 months ending,1.06,0.01,NA,NA,-0.38,3.38,4.08,-0.03,0.27,0.25,6.91,NA,NA,-5.44,1.47,NA,5.80,0.03,NA
CHCI,2013-12-31,12 months ending,2.66,0.07,NA,NA,1.21,-8.28,-4.34,-0.09,1.27,1.18,9.16,NA,0.00,2.35,11.51,NA,8.36,0.21,NA
CHCI,2012-12-31,12 months ending,-5.64,0.12,NA,NA,-1.24,-9.28,-16.04,-0.16,19.07,18.92,-2.45,NA,0.00,-2.53,-4.98,NA,-2.10,1.23,NA
CHCI,2011-12-31,12 months ending,1.60,0.20,NA,NA,2.00,8.95,12.74,-0.08,-9.76,-9.84,0.80,NA,1.00,0.47,2.27,NA,5.16,0.52,NA
CHCI,2010-12-31,12 months ending,-7.70,0.10,NA,NA,0.69,22.30,15.39,0.00,0.00,0.00,0.00,NA,0.00,-16.00,-16.00,NA,-0.61,NA,NA
